trip_id,arrival_time,departure_time,stop_id,stop_sequence
1001A-2c54408d,23:50:00,23:50:00,S01933,1
1001A-2c54408d,23:53:00,23:54:00,S01724,2
1001A-2c54408d,23:57:00,23:58:00,S01725,3
1001A-2c54408d,24:00:00,24:00:00,S01726,4
1001A-2c54408d,24:03:00,24:04:00,S01727,5
1001A-2c54408d,24:06:00,24:06:00,S01728,6
1001A-2c54408d,24:08:00,24:09:00,S01729,7
1001A-2c54408d,24:11:00,24:11:00,S01734,8
1001A-2c54408d,24:13:00,24:14:00,S01735,9
1001A-2c54408d,24:18:00,24:19:00,S01736,10
1001A-2c54408d,24:25:00,24:26:00,S01737,11
1001A-2c54408d,24:35:00,24:35:00,S01738,12
1009A-2ca9725c,06:45:00,06:45:00,S01738,1
1009A-2ca9725c,06:55:00,06:55:00,S01741,2
1009A-2ca9725c,07:02:00,07:02:00,S01742,3
1009A-2ca9725c,07:07:00,07:07:00,S01744,4
1009A-2ca9725c,07:11:00,07:11:00,S01745,5
1009A-2ca9725c,07:15:00,07:15:00,S01746,6
1009A-2ca9725c,07:27:00,07:27:00,S01747,7
101A-49a99974,23:50:00,23:50:00,S01933,1
101A-49a99974,23:54:00,23:55:00,S01755,2
101A-49a99974,23:58:00,23:59:00,S01756,3
101A-49a99974,24:04:00,24:05:00,S01757,4
101A-49a99974,24:08:00,24:08:00,S01758,5
101A-49a99974,24:11:00,24:12:00,S01759,6
101A-49a99974,24:17:00,24:18:00,S01760,7
101A-49a99974,24:20:00,24:20:00,S01761,8
101A-49a99974,24:24:00,24:25:00,S01762,9
101A-49a99974,24:28:00,24:29:00,S01763,10
101A-49a99974,24:32:00,24:32:00,S01764,11
101A-49a99974,24:36:00,24:36:00,S01765,12
102153-ed8b88b5,06:20:00,06:20:00,S01700,1
102153-ed8b88b5,06:26:00,06:27:00,S01701,2
102153-ed8b88b5,06:32:00,06:33:00,S01820,3
102153-ed8b88b5,06:46:00,06:47:00,S01825,4
102153-ed8b88b5,07:01:00,07:02:00,S01828,5
102153-ed8b88b5,07:12:00,07:13:00,S01912,6
102153-ed8b88b5,07:28:00,07:30:00,S01915,7
102153-ed8b88b5,07:49:00,07:49:00,S01919,8
102153-865fdc4d,06:20:00,06:20:00,S01700,1
102153-865fdc4d,06:26:00,06:27:00,S01701,2
102153-865fdc4d,06:32:00,06:33:00,S01820,3
102153-865fdc4d,06:46:00,06:47:00,S01825,4
102153-865fdc4d,07:01:00,07:02:00,S01828,5
102153-865fdc4d,07:12:00,07:13:00,S01912,6
102153-865fdc4d,07:28:00,07:30:00,S01915,7
102153-865fdc4d,07:49:00,07:50:00,S01919,8
102153-865fdc4d,07:59:00,07:59:00,S01920,9
102154-3deadf8f,05:48:00,05:48:00,S01919,1
102154-3deadf8f,05:53:00,05:54:00,S01918,2
102154-3deadf8f,06:00:00,06:01:00,S01917,3
102154-3deadf8f,06:07:00,06:08:00,S01916,4
102154-3deadf8f,06:13:00,06:15:00,S01915,5
102154-3deadf8f,06:27:00,06:28:00,S01912,6
102154-3deadf8f,06:38:00,06:39:00,S01828,7
102154-3deadf8f,06:57:00,06:58:00,S01825,8
102154-3deadf8f,07:13:00,07:15:00,S01820,9
102154-3deadf8f,07:21:00,07:23:00,S01701,10
102154-3deadf8f,07:30:00,07:30:00,S01700,11
102154-51c33d0a,05:40:00,05:40:00,S01920,1
102154-51c33d0a,05:47:00,05:48:00,S01919,2
102154-51c33d0a,05:53:00,05:54:00,S01918,3
102154-51c33d0a,06:00:00,06:01:00,S01917,4
102154-51c33d0a,06:07:00,06:08:00,S01916,5
102154-51c33d0a,06:13:00,06:15:00,S01915,6
102154-51c33d0a,06:27:00,06:28:00,S01912,7
102154-51c33d0a,06:38:00,06:39:00,S01828,8
102154-51c33d0a,06:57:00,06:58:00,S01825,9
102154-51c33d0a,07:13:00,07:15:00,S01820,10
102154-51c33d0a,07:21:00,07:23:00,S01701,11
102154-51c33d0a,07:30:00,07:30:00,S01700,12
102156-987c1daa,06:29:00,06:29:00,S01919,1
102156-987c1daa,06:51:00,06:53:00,S01915,2
102156-987c1daa,07:04:00,07:05:00,S01912,3
102156-987c1daa,07:15:00,07:16:00,S01828,4
102156-987c1daa,07:33:00,07:34:00,S01825,5
102156-987c1daa,07:53:00,07:55:00,S01820,6
102156-987c1daa,08:01:00,08:03:00,S01701,7
102156-987c1daa,08:10:00,08:10:00,S01700,8
102156-6e6f6d56,06:21:00,06:21:00,S01920,1
102156-6e6f6d56,06:28:00,06:29:00,S01919,2
102156-6e6f6d56,06:51:00,06:53:00,S01915,3
102156-6e6f6d56,07:04:00,07:05:00,S01912,4
102156-6e6f6d56,07:15:00,07:16:00,S01828,5
102156-6e6f6d56,07:33:00,07:34:00,S01825,6
102156-6e6f6d56,07:53:00,07:55:00,S01820,7
102156-6e6f6d56,08:01:00,08:03:00,S01701,8
102156-6e6f6d56,08:10:00,08:10:00,S01700,9
102156-8200c234,06:21:00,06:21:00,S01920,1
102156-8200c234,06:28:00,06:29:00,S01919,2
102156-8200c234,06:51:00,06:53:00,S01915,3
102156-8200c234,07:04:00,07:05:00,S01912,4
102156-8200c234,07:15:00,07:16:00,S01828,5
102156-8200c234,07:33:00,07:34:00,S01825,6
102156-8200c234,07:53:00,07:55:00,S01820,7
102156-8200c234,08:01:00,08:03:00,S01701,8
102156-8200c234,08:13:00,08:13:00,S01700,9
102157-33a15936,08:20:00,08:20:00,S01700,1
102157-33a15936,08:26:00,08:27:00,S01701,2
102157-33a15936,08:32:00,08:33:00,S01820,3
102157-33a15936,08:46:00,08:47:00,S01825,4
102157-33a15936,09:01:00,09:01:00,S01828,5
102157-3f2bf1b3,08:20:00,08:20:00,S01700,1
102157-3f2bf1b3,08:26:00,08:27:00,S01701,2
102157-3f2bf1b3,08:32:00,08:33:00,S01820,3
102157-3f2bf1b3,08:46:00,08:47:00,S01825,4
102157-3f2bf1b3,09:01:00,09:02:00,S01828,5
102157-3f2bf1b3,09:12:00,09:13:00,S01912,6
102157-3f2bf1b3,09:28:00,09:30:00,S01915,7
102157-3f2bf1b3,09:49:00,09:50:00,S01919,8
102157-3f2bf1b3,09:59:00,09:59:00,S01920,9
102157-1bf37f40,08:20:00,08:20:00,S01700,1
102157-1bf37f40,08:26:00,08:27:00,S01701,2
102157-1bf37f40,08:32:00,08:33:00,S01820,3
102157-1bf37f40,08:46:00,08:47:00,S01825,4
102157-1bf37f40,09:01:00,09:02:00,S01828,5
102157-1bf37f40,09:12:00,09:13:00,S01912,6
102157-1bf37f40,09:28:00,09:30:00,S01915,7
102157-1bf37f40,09:49:00,09:49:00,S01919,8
102158-9d691dc1,07:09:00,07:09:00,S01919,1
102158-9d691dc1,07:28:00,07:30:00,S01915,2
102158-9d691dc1,07:43:00,07:44:00,S01912,3
102158-9d691dc1,07:55:00,07:56:00,S01828,4
102158-9d691dc1,08:13:00,08:14:00,S01825,5
102158-9d691dc1,08:30:00,08:31:00,S01820,6
102158-9d691dc1,08:36:00,08:37:00,S01701,7
102158-9d691dc1,08:42:00,08:42:00,S01700,8
102158-06b63629,07:01:00,07:01:00,S01920,1
102158-06b63629,07:08:00,07:09:00,S01919,2
102158-06b63629,07:28:00,07:30:00,S01915,3
102158-06b63629,07:43:00,07:44:00,S01912,4
102158-06b63629,07:55:00,07:56:00,S01828,5
102158-06b63629,08:13:00,08:14:00,S01825,6
102158-06b63629,08:30:00,08:31:00,S01820,7
102158-06b63629,08:36:00,08:37:00,S01701,8
102158-06b63629,08:42:00,08:42:00,S01700,9
102158-3405321f,07:01:00,07:01:00,S01920,1
102158-3405321f,07:08:00,07:09:00,S01919,2
102158-3405321f,07:28:00,07:30:00,S01915,3
102158-3405321f,07:43:00,07:44:00,S01912,4
102158-3405321f,07:55:00,07:56:00,S01828,5
102158-3405321f,08:13:00,08:14:00,S01825,6
102158-3405321f,08:30:00,08:31:00,S01820,7
102158-3405321f,08:36:00,08:37:00,S01701,8
102158-3405321f,08:45:00,08:45:00,S01700,9
102159-1fed7795,09:15:00,09:15:00,S01700,1
102159-1fed7795,09:21:00,09:22:00,S01701,2
102159-1fed7795,09:27:00,09:28:00,S01820,3
102159-1fed7795,09:41:00,09:42:00,S01825,4
102159-1fed7795,09:56:00,09:56:00,S01828,5
102159-44c212f1,09:15:00,09:15:00,S01700,1
102159-44c212f1,09:21:00,09:22:00,S01701,2
102159-44c212f1,09:27:00,09:28:00,S01820,3
102159-44c212f1,09:41:00,09:42:00,S01825,4
102159-44c212f1,09:56:00,09:57:00,S01828,5
102159-44c212f1,10:07:00,10:08:00,S01912,6
102159-44c212f1,10:23:00,10:23:00,S01915,7
102161-5a0fa406,10:20:00,10:20:00,S01700,1
102161-5a0fa406,10:26:00,10:27:00,S01701,2
102161-5a0fa406,10:32:00,10:33:00,S01820,3
102161-5a0fa406,10:56:00,10:57:00,S01827,4
102161-5a0fa406,11:01:00,11:02:00,S01828,5
102161-5a0fa406,11:12:00,11:13:00,S01912,6
102161-5a0fa406,11:28:00,11:30:00,S01915,7
102161-5a0fa406,11:49:00,11:49:00,S01919,8
102161-59ba41be,10:20:00,10:20:00,S01700,1
102161-59ba41be,10:26:00,10:27:00,S01701,2
102161-59ba41be,10:32:00,10:33:00,S01820,3
102161-59ba41be,10:56:00,10:57:00,S01827,4
102161-59ba41be,11:01:00,11:01:00,S01828,5
102161-1c6716a1,10:20:00,10:20:00,S01700,1
102161-1c6716a1,10:26:00,10:27:00,S01701,2
102161-1c6716a1,10:32:00,10:33:00,S01820,3
102161-1c6716a1,10:56:00,10:57:00,S01827,4
102161-1c6716a1,11:01:00,11:02:00,S01828,5
102161-1c6716a1,11:12:00,11:13:00,S01912,6
102161-1c6716a1,11:28:00,11:30:00,S01915,7
102161-1c6716a1,11:49:00,11:50:00,S01919,8
102161-1c6716a1,11:59:00,11:59:00,S01920,9
102162-4f384dd6,09:09:00,09:09:00,S01919,1
102162-4f384dd6,09:28:00,09:30:00,S01915,2
102162-4f384dd6,09:43:00,09:44:00,S01912,3
102162-4f384dd6,09:52:00,09:53:00,S01828,4
102162-4f384dd6,10:08:00,10:09:00,S01825,5
102162-4f384dd6,10:26:00,10:27:00,S01820,6
102162-4f384dd6,10:32:00,10:33:00,S01701,7
102162-4f384dd6,10:40:00,10:40:00,S01700,8
102162-2f534332,09:01:00,09:01:00,S01920,1
102162-2f534332,09:08:00,09:09:00,S01919,2
102162-2f534332,09:28:00,09:30:00,S01915,3
102162-2f534332,09:43:00,09:44:00,S01912,4
102162-2f534332,09:52:00,09:53:00,S01828,5
102162-2f534332,10:08:00,10:09:00,S01825,6
102162-2f534332,10:26:00,10:27:00,S01820,7
102162-2f534332,10:32:00,10:33:00,S01701,8
102162-2f534332,10:43:00,10:43:00,S01700,9
102162-86c6827e,09:01:00,09:01:00,S01920,1
102162-86c6827e,09:08:00,09:09:00,S01919,2
102162-86c6827e,09:28:00,09:30:00,S01915,3
102162-86c6827e,09:43:00,09:44:00,S01912,4
102162-86c6827e,09:52:00,09:53:00,S01828,5
102162-86c6827e,10:08:00,10:09:00,S01825,6
102162-86c6827e,10:26:00,10:27:00,S01820,7
102162-86c6827e,10:32:00,10:33:00,S01701,8
102162-86c6827e,10:40:00,10:40:00,S01700,9
102165-39660435,12:20:00,12:20:00,S01700,1
102165-39660435,12:26:00,12:27:00,S01701,2
102165-39660435,12:32:00,12:33:00,S01820,3
102165-39660435,12:46:00,12:47:00,S01825,4
102165-39660435,13:01:00,13:02:00,S01828,5
102165-39660435,13:12:00,13:13:00,S01912,6
102165-39660435,13:28:00,13:30:00,S01915,7
102165-39660435,13:49:00,13:49:00,S01919,8
102165-80c4d496,12:20:00,12:20:00,S01700,1
102165-80c4d496,12:26:00,12:27:00,S01701,2
102165-80c4d496,12:32:00,12:33:00,S01820,3
102165-80c4d496,12:46:00,12:47:00,S01825,4
102165-80c4d496,13:01:00,13:02:00,S01828,5
102165-80c4d496,13:12:00,13:13:00,S01912,6
102165-80c4d496,13:28:00,13:30:00,S01915,7
102165-80c4d496,13:49:00,13:50:00,S01919,8
102165-80c4d496,13:59:00,13:59:00,S01920,9
102166-d39f1428,11:09:00,11:09:00,S01919,1
102166-d39f1428,11:28:00,11:30:00,S01915,2
102166-d39f1428,11:43:00,11:44:00,S01912,3
102166-d39f1428,11:52:00,11:53:00,S01828,4
102166-d39f1428,12:08:00,12:09:00,S01825,5
102166-d39f1428,12:26:00,12:27:00,S01820,6
102166-d39f1428,12:32:00,12:33:00,S01701,7
102166-d39f1428,12:40:00,12:40:00,S01700,8
102166-d1312708,11:53:00,11:53:00,S01828,1
102166-d1312708,12:08:00,12:09:00,S01825,2
102166-d1312708,12:26:00,12:27:00,S01820,3
102166-d1312708,12:32:00,12:33:00,S01701,4
102166-d1312708,12:40:00,12:40:00,S01700,5
102166-5d679eec,11:01:00,11:01:00,S01920,1
102166-5d679eec,11:08:00,11:09:00,S01919,2
102166-5d679eec,11:28:00,11:30:00,S01915,3
102166-5d679eec,11:43:00,11:44:00,S01912,4
102166-5d679eec,11:52:00,11:53:00,S01828,5
102166-5d679eec,12:08:00,12:09:00,S01825,6
102166-5d679eec,12:26:00,12:27:00,S01820,7
102166-5d679eec,12:32:00,12:33:00,S01701,8
102166-5d679eec,12:43:00,12:43:00,S01700,9
102166-b0e09715,11:01:00,11:01:00,S01920,1
102166-b0e09715,11:08:00,11:09:00,S01919,2
102166-b0e09715,11:28:00,11:30:00,S01915,3
102166-b0e09715,11:43:00,11:44:00,S01912,4
102166-b0e09715,11:52:00,11:53:00,S01828,5
102166-b0e09715,12:08:00,12:09:00,S01825,6
102166-b0e09715,12:26:00,12:27:00,S01820,7
102166-b0e09715,12:32:00,12:33:00,S01701,8
102166-b0e09715,12:40:00,12:40:00,S01700,9
102167-f915094d,13:15:00,13:15:00,S01700,1
102167-f915094d,13:19:00,13:20:00,S01701,2
102167-f915094d,13:24:00,13:25:00,S01820,3
102167-f915094d,13:41:00,13:42:00,S01825,4
102167-f915094d,13:56:00,13:57:00,S01828,5
102167-f915094d,14:07:00,14:08:00,S01912,6
102167-f915094d,14:23:00,14:23:00,S01915,7
102168-6d5a08b4,12:53:00,12:53:00,S01828,1
102168-6d5a08b4,13:08:00,13:09:00,S01825,2
102168-6d5a08b4,13:26:00,13:27:00,S01820,3
102168-6d5a08b4,13:32:00,13:33:00,S01701,4
102168-6d5a08b4,13:40:00,13:40:00,S01700,5
102168-dd6c99eb,12:30:00,12:30:00,S01915,1
102168-dd6c99eb,12:43:00,12:44:00,S01912,2
102168-dd6c99eb,12:52:00,12:53:00,S01828,3
102168-dd6c99eb,13:08:00,13:09:00,S01825,4
102168-dd6c99eb,13:26:00,13:27:00,S01820,5
102168-dd6c99eb,13:32:00,13:33:00,S01701,6
102168-dd6c99eb,13:40:00,13:40:00,S01700,7
102168-0a38cf07,12:30:00,12:30:00,S01915,1
102168-0a38cf07,12:43:00,12:44:00,S01912,2
102168-0a38cf07,12:52:00,12:53:00,S01828,3
102168-0a38cf07,13:08:00,13:09:00,S01825,4
102168-0a38cf07,13:26:00,13:27:00,S01820,5
102168-0a38cf07,13:32:00,13:33:00,S01701,6
102168-0a38cf07,13:43:00,13:43:00,S01700,7
102169-d5ccd7fa,14:20:00,14:20:00,S01700,1
102169-d5ccd7fa,14:26:00,14:27:00,S01701,2
102169-d5ccd7fa,14:32:00,14:33:00,S01820,3
102169-d5ccd7fa,14:46:00,14:47:00,S01825,4
102169-d5ccd7fa,15:01:00,15:02:00,S01828,5
102169-d5ccd7fa,15:12:00,15:13:00,S01912,6
102169-d5ccd7fa,15:28:00,15:30:00,S01915,7
102169-d5ccd7fa,15:49:00,15:49:00,S01919,8
102169-806fabeb,14:20:00,14:20:00,S01700,1
102169-806fabeb,14:26:00,14:27:00,S01701,2
102169-806fabeb,14:32:00,14:33:00,S01820,3
102169-806fabeb,14:46:00,14:47:00,S01825,4
102169-806fabeb,15:01:00,15:02:00,S01828,5
102169-806fabeb,15:12:00,15:13:00,S01912,6
102169-806fabeb,15:28:00,15:30:00,S01915,7
102169-806fabeb,15:49:00,15:50:00,S01919,8
102169-806fabeb,15:59:00,15:59:00,S01920,9
102170-890ab602,13:09:00,13:09:00,S01919,1
102170-890ab602,13:28:00,13:30:00,S01915,2
102170-890ab602,13:43:00,13:44:00,S01912,3
102170-890ab602,13:52:00,13:53:00,S01828,4
102170-890ab602,14:08:00,14:09:00,S01825,5
102170-890ab602,14:26:00,14:27:00,S01820,6
102170-890ab602,14:32:00,14:33:00,S01701,7
102170-890ab602,14:40:00,14:40:00,S01700,8
102170-1d468ef2,13:53:00,13:53:00,S01828,1
102170-1d468ef2,14:08:00,14:09:00,S01825,2
102170-1d468ef2,14:26:00,14:27:00,S01820,3
102170-1d468ef2,14:32:00,14:33:00,S01701,4
102170-1d468ef2,14:40:00,14:40:00,S01700,5
102170-03f96b23,13:01:00,13:01:00,S01920,1
102170-03f96b23,13:08:00,13:09:00,S01919,2
102170-03f96b23,13:28:00,13:30:00,S01915,3
102170-03f96b23,13:43:00,13:44:00,S01912,4
102170-03f96b23,13:52:00,13:53:00,S01828,5
102170-03f96b23,14:08:00,14:09:00,S01825,6
102170-03f96b23,14:26:00,14:27:00,S01820,7
102170-03f96b23,14:32:00,14:33:00,S01701,8
102170-03f96b23,14:40:00,14:40:00,S01700,9
102173-293d3ca7,16:20:00,16:20:00,S01700,1
102173-293d3ca7,16:26:00,16:27:00,S01701,2
102173-293d3ca7,16:32:00,16:33:00,S01820,3
102173-293d3ca7,16:46:00,16:47:00,S01825,4
102173-293d3ca7,17:01:00,17:02:00,S01828,5
102173-293d3ca7,17:12:00,17:13:00,S01912,6
102173-293d3ca7,17:28:00,17:30:00,S01915,7
102173-293d3ca7,17:49:00,17:49:00,S01919,8
102173-621a9c82,16:20:00,16:20:00,S01700,1
102173-621a9c82,16:26:00,16:27:00,S01701,2
102173-621a9c82,16:32:00,16:33:00,S01820,3
102173-621a9c82,16:46:00,16:47:00,S01825,4
102173-621a9c82,17:01:00,17:02:00,S01828,5
102173-621a9c82,17:12:00,17:13:00,S01912,6
102173-621a9c82,17:28:00,17:30:00,S01915,7
102173-621a9c82,17:49:00,17:50:00,S01919,8
102173-621a9c82,17:59:00,17:59:00,S01920,9
102174-e0ff45ba,15:09:00,15:09:00,S01919,1
102174-e0ff45ba,15:28:00,15:30:00,S01915,2
102174-e0ff45ba,15:43:00,15:44:00,S01912,3
102174-e0ff45ba,15:52:00,15:53:00,S01828,4
102174-e0ff45ba,16:08:00,16:09:00,S01825,5
102174-e0ff45ba,16:26:00,16:27:00,S01820,6
102174-e0ff45ba,16:32:00,16:33:00,S01701,7
102174-e0ff45ba,16:40:00,16:40:00,S01700,8
102174-b2a76ee1,15:01:00,15:01:00,S01920,1
102174-b2a76ee1,15:08:00,15:09:00,S01919,2
102174-b2a76ee1,15:28:00,15:30:00,S01915,3
102174-b2a76ee1,15:43:00,15:44:00,S01912,4
102174-b2a76ee1,15:52:00,15:53:00,S01828,5
102174-b2a76ee1,16:08:00,16:09:00,S01825,6
102174-b2a76ee1,16:26:00,16:27:00,S01820,7
102174-b2a76ee1,16:32:00,16:33:00,S01701,8
102174-b2a76ee1,16:43:00,16:43:00,S01700,9
102174-2b1005db,15:01:00,15:01:00,S01920,1
102174-2b1005db,15:08:00,15:09:00,S01919,2
102174-2b1005db,15:28:00,15:30:00,S01915,3
102174-2b1005db,15:43:00,15:44:00,S01912,4
102174-2b1005db,15:52:00,15:53:00,S01828,5
102174-2b1005db,16:08:00,16:09:00,S01825,6
102174-2b1005db,16:26:00,16:27:00,S01820,7
102174-2b1005db,16:32:00,16:33:00,S01701,8
102174-2b1005db,16:40:00,16:40:00,S01700,9
102175-1af6e0c9,17:15:00,17:15:00,S01700,1
102175-1af6e0c9,17:21:00,17:22:00,S01701,2
102175-1af6e0c9,17:27:00,17:28:00,S01820,3
102175-1af6e0c9,17:41:00,17:42:00,S01825,4
102175-1af6e0c9,17:56:00,17:57:00,S01828,5
102175-1af6e0c9,18:07:00,18:08:00,S01912,6
102175-1af6e0c9,18:23:00,18:25:00,S01915,7
102175-1af6e0c9,18:44:00,18:44:00,S01919,8
102175-9ef669e2,17:15:00,17:15:00,S01700,1
102175-9ef669e2,17:21:00,17:22:00,S01701,2
102175-9ef669e2,17:27:00,17:28:00,S01820,3
102175-9ef669e2,17:41:00,17:42:00,S01825,4
102175-9ef669e2,17:56:00,17:57:00,S01828,5
102175-9ef669e2,18:07:00,18:08:00,S01912,6
102175-9ef669e2,18:23:00,18:25:00,S01915,7
102175-9ef669e2,18:44:00,18:45:00,S01919,8
102175-9ef669e2,18:54:00,18:54:00,S01920,9
102176-1661c70f,16:30:00,16:30:00,S01915,1
102176-1661c70f,16:43:00,16:44:00,S01912,2
102176-1661c70f,16:52:00,16:53:00,S01828,3
102176-1661c70f,17:08:00,17:09:00,S01825,4
102176-1661c70f,17:26:00,17:27:00,S01820,5
102176-1661c70f,17:32:00,17:33:00,S01701,6
102176-1661c70f,17:40:00,17:40:00,S01700,7
102176-18810942,16:30:00,16:30:00,S01915,1
102176-18810942,16:43:00,16:44:00,S01912,2
102176-18810942,16:52:00,16:53:00,S01828,3
102176-18810942,17:08:00,17:09:00,S01825,4
102176-18810942,17:26:00,17:27:00,S01820,5
102176-18810942,17:32:00,17:33:00,S01701,6
102176-18810942,17:43:00,17:43:00,S01700,7
102177-456e87ca,18:20:00,18:20:00,S01700,1
102177-456e87ca,18:26:00,18:27:00,S01701,2
102177-456e87ca,18:32:00,18:33:00,S01820,3
102177-456e87ca,18:46:00,18:47:00,S01825,4
102177-456e87ca,19:01:00,19:02:00,S01828,5
102177-456e87ca,19:12:00,19:13:00,S01912,6
102177-456e87ca,19:28:00,19:30:00,S01915,7
102177-456e87ca,19:49:00,19:49:00,S01919,8
102177-fcabd64d,18:20:00,18:20:00,S01700,1
102177-fcabd64d,18:26:00,18:27:00,S01701,2
102177-fcabd64d,18:32:00,18:33:00,S01820,3
102177-fcabd64d,18:46:00,18:47:00,S01825,4
102177-fcabd64d,19:01:00,19:02:00,S01828,5
102177-fcabd64d,19:12:00,19:13:00,S01912,6
102177-fcabd64d,19:28:00,19:30:00,S01915,7
102177-fcabd64d,19:49:00,19:50:00,S01919,8
102177-fcabd64d,19:59:00,19:59:00,S01920,9
102178-ccab4da3,17:09:00,17:09:00,S01919,1
102178-ccab4da3,17:28:00,17:30:00,S01915,2
102178-ccab4da3,17:43:00,17:44:00,S01912,3
102178-ccab4da3,17:52:00,17:53:00,S01828,4
102178-ccab4da3,18:08:00,18:09:00,S01825,5
102178-ccab4da3,18:26:00,18:27:00,S01820,6
102178-ccab4da3,18:32:00,18:33:00,S01701,7
102178-ccab4da3,18:40:00,18:40:00,S01700,8
102178-248799da,17:01:00,17:01:00,S01920,1
102178-248799da,17:08:00,17:09:00,S01919,2
102178-248799da,17:28:00,17:30:00,S01915,3
102178-248799da,17:43:00,17:44:00,S01912,4
102178-248799da,17:52:00,17:53:00,S01828,5
102178-248799da,18:08:00,18:09:00,S01825,6
102178-248799da,18:26:00,18:27:00,S01820,7
102178-248799da,18:32:00,18:33:00,S01701,8
102178-248799da,18:43:00,18:43:00,S01700,9
102178-39c8aa5b,17:01:00,17:01:00,S01920,1
102178-39c8aa5b,17:08:00,17:09:00,S01919,2
102178-39c8aa5b,17:28:00,17:30:00,S01915,3
102178-39c8aa5b,17:43:00,17:44:00,S01912,4
102178-39c8aa5b,17:52:00,17:53:00,S01828,5
102178-39c8aa5b,18:08:00,18:09:00,S01825,6
102178-39c8aa5b,18:26:00,18:27:00,S01820,7
102178-39c8aa5b,18:32:00,18:33:00,S01701,8
102178-39c8aa5b,18:40:00,18:40:00,S01700,9
102179-f4655e47,19:15:00,19:15:00,S01700,1
102179-f4655e47,19:21:00,19:22:00,S01701,2
102179-f4655e47,19:27:00,19:28:00,S01820,3
102179-f4655e47,19:41:00,19:42:00,S01825,4
102179-f4655e47,19:56:00,19:57:00,S01828,5
102179-f4655e47,20:07:00,20:08:00,S01912,6
102179-f4655e47,20:23:00,20:25:00,S01915,7
102179-f4655e47,20:44:00,20:44:00,S01919,8
102179-1f69722d,19:15:00,19:15:00,S01700,1
102179-1f69722d,19:21:00,19:22:00,S01701,2
102179-1f69722d,19:27:00,19:28:00,S01820,3
102179-1f69722d,19:41:00,19:42:00,S01825,4
102179-1f69722d,19:56:00,19:57:00,S01828,5
102179-1f69722d,20:07:00,20:08:00,S01912,6
102179-1f69722d,20:23:00,20:25:00,S01915,7
102179-1f69722d,20:44:00,20:45:00,S01919,8
102179-1f69722d,20:54:00,20:54:00,S01920,9
102180-55a2b60f,18:03:00,18:03:00,S01920,1
102180-55a2b60f,18:09:00,18:10:00,S01919,2
102180-55a2b60f,18:25:00,18:26:00,S01916,3
102180-55a2b60f,18:35:00,18:37:00,S01915,4
102180-55a2b60f,18:49:00,18:50:00,S01912,5
102180-55a2b60f,18:58:00,18:58:00,S01828,6
102181-2818fe18,20:20:00,20:20:00,S01700,1
102181-2818fe18,20:26:00,20:27:00,S01701,2
102181-2818fe18,20:32:00,20:33:00,S01820,3
102181-2818fe18,20:46:00,20:47:00,S01825,4
102181-2818fe18,21:01:00,21:02:00,S01828,5
102181-2818fe18,21:12:00,21:13:00,S01912,6
102181-2818fe18,21:28:00,21:30:00,S01915,7
102181-2818fe18,21:49:00,21:49:00,S01919,8
102181-cf8e1f93,20:20:00,20:20:00,S01700,1
102181-cf8e1f93,20:26:00,20:27:00,S01701,2
102181-cf8e1f93,20:32:00,20:33:00,S01820,3
102181-cf8e1f93,20:46:00,20:47:00,S01825,4
102181-cf8e1f93,21:01:00,21:02:00,S01828,5
102181-cf8e1f93,21:12:00,21:13:00,S01912,6
102181-cf8e1f93,21:28:00,21:30:00,S01915,7
102181-cf8e1f93,21:49:00,21:50:00,S01919,8
102181-cf8e1f93,21:59:00,21:59:00,S01920,9
102182-aa950169,19:09:00,19:09:00,S01919,1
102182-aa950169,19:28:00,19:30:00,S01915,2
102182-aa950169,19:43:00,19:44:00,S01912,3
102182-aa950169,19:52:00,19:53:00,S01828,4
102182-aa950169,20:08:00,20:09:00,S01825,5
102182-aa950169,20:26:00,20:27:00,S01820,6
102182-aa950169,20:32:00,20:33:00,S01701,7
102182-aa950169,20:40:00,20:40:00,S01700,8
102182-d2a17405,19:01:00,19:01:00,S01920,1
102182-d2a17405,19:08:00,19:09:00,S01919,2
102182-d2a17405,19:28:00,19:30:00,S01915,3
102182-d2a17405,19:43:00,19:44:00,S01912,4
102182-d2a17405,19:52:00,19:53:00,S01828,5
102182-d2a17405,20:08:00,20:09:00,S01825,6
102182-d2a17405,20:26:00,20:27:00,S01820,7
102182-d2a17405,20:32:00,20:33:00,S01701,8
102182-d2a17405,20:40:00,20:40:00,S01700,9
102182-1c522a70,19:01:00,19:01:00,S01920,1
102182-1c522a70,19:08:00,19:09:00,S01919,2
102182-1c522a70,19:28:00,19:30:00,S01915,3
102182-1c522a70,19:43:00,19:44:00,S01912,4
102182-1c522a70,19:52:00,19:53:00,S01828,5
102182-1c522a70,20:08:00,20:09:00,S01825,6
102182-1c522a70,20:26:00,20:27:00,S01820,7
102182-1c522a70,20:32:00,20:33:00,S01701,8
102182-1c522a70,20:43:00,20:43:00,S01700,9
102185-00071bef,22:20:00,22:20:00,S01700,1
102185-00071bef,22:26:00,22:27:00,S01701,2
102185-00071bef,22:32:00,22:33:00,S01820,3
102185-00071bef,22:46:00,22:47:00,S01825,4
102185-00071bef,22:54:00,22:55:00,S01826,5
102185-00071bef,23:00:00,23:01:00,S01827,6
102185-00071bef,23:06:00,23:07:00,S01828,7
102185-00071bef,23:13:00,23:14:00,S01910,8
